time,hydro_2_5,spectral_log_ratio_4p5_8_over_8_16,effect_tremor_5_15,rainfall_mm,pressure_drop,GNSS_deformation_rate
2019-10-02 04:00:00+00:00,2.643098812963721e-06,0.17158384678517874,0.6623148299554167,0.1,0.8999999999999773,-0.0029000000000000015
2019-10-02 05:00:00+00:00,2.9768233392848636e-06,0.09176312251562664,0.8618286205376311,0.3,0.10000000000002274,-0.0029000000000000015
2019-10-02 06:00:00+00:00,3.447297112221881e-06,0.07389156574255902,1.1197333779289202,0.0,0.1999999999999318,-0.0029000000000000015
2019-10-02 07:00:00+00:00,3.3530874454782266e-06,-0.15058190833483773,1.10710077254139,0.0,-0.6999999999999318,-0.0029000000000000015
2019-10-02 08:00:00+00:00,2.993273529963145e-06,-0.3962515073523242,0.6242242297223353,0.0,-0.8999999999999773,-0.0029000000000000015
2019-10-02 09:00:00+00:00,2.7773048196049855e-06,-0.4737076999961851,0.3726044986691939,0.0,-0.40000000000009095,-0.0029000000000000015
2019-10-02 10:00:00+00:00,2.637423554790312e-06,-0.4737076999961851,0.12456564250958557,0.0,-0.6999999999999318,-0.0029000000000000015
2019-10-02 11:00:00+00:00,2.484313518592665e-06,-0.4737076999961851,0.0,0.0,-0.8999999999999773,-0.0029000000000000015
2019-10-02 12:00:00+00:00,2.4656074355482473e-06,-0.31097291763442225,0.0,0.0,-0.5,-0.0029000000000000015
2019-10-02 13:00:00+00:00,2.4049005025823245e-06,-0.10530894079535194,0.0,0.0,-0.900000000000091,-0.0029000000000000015
2019-10-02 14:00:00+00:00,2.458788742205417e-06,0.03661569575811925,0.0,0.0,-1.0,-0.0029000000000000015
2019-10-02 15:00:00+00:00,2.390630167002824e-06,0.09941446521079052,0.0,0.0,-0.1999999999999318,-0.0029000000000000015
2019-10-02 16:00:00+00:00,2.3971912098329623e-06,0.20380125798374552,0.0,0.0,-0.5,-0.0029000000000000015
2019-10-02 17:00:00+00:00,2.3701961496898483e-06,0.28937869719292575,0.0,0.0,-0.6000000000000227,-0.0029000000000000015
2019-10-02 18:00:00+00:00,2.4358608467786222e-06,0.3335448870378842,0.0,0.0,-0.7999999999999545,-0.0029000000000000015
2019-10-02 19:00:00+00:00,2.434840744943228e-06,0.4474343351521489,0.0,0.0,-0.8000000000000682,-0.0029000000000000015
2019-10-02 20:00:00+00:00,2.4694791426108897e-06,0.5456251282519384,0.0,0.0,-0.39999999999997726,-0.0029000000000000015
2019-10-02 21:00:00+00:00,2.388624396733908e-06,0.5752916450293086,0.0,0.0,-0.7000000000000455,-0.0029000000000000015
2019-10-02 22:00:00+00:00,2.307757491194503e-06,0.5932272964924906,0.0,0.0,-0.09999999999990905,-0.0029000000000000015
2019-10-02 23:00:00+00:00,2.276340260659494e-06,0.6085939438390793,0.0,0.0,0.1999999999999318,-0.0029000000000000015
2019-10-03 00:00:00+00:00,2.3021958371553876e-06,0.6126023975448338,0.0,0.0,-0.39999999999997726,-0.0008199999999999995
2019-10-03 01:00:00+00:00,2.3148829532108375e-06,0.6324046987196333,0.0,0.0,0.20000000000004547,-0.0008199999999999995
2019-10-03 02:00:00+00:00,2.3008388965256883e-06,0.633978695343979,0.0,0.0,0.6999999999999318,-0.0008199999999999995
2019-10-03 03:00:00+00:00,2.333653202136833e-06,0.633978695343979,0.0,0.0,1.0,-0.0008199999999999995
2019-10-03 04:00:00+00:00,2.3735518552428325e-06,0.6602342007162587,0.0,0.0,0.20000000000004547,-0.0008199999999999995
2019-10-03 05:00:00+00:00,2.377985667184367e-06,0.6602342007162587,0.006118678558831192,0.0,-0.10000000000002274,-0.0008199999999999995
2019-10-03 06:00:00+00:00,2.4237889989912688e-06,0.6627399419133402,0.0024275056954365937,0.0,0.0,-0.0008199999999999995
2019-10-03 07:00:00+00:00,2.4343034558736786e-06,0.6607209037395962,0.058655487377734516,0.0,-0.10000000000002274,-0.0008199999999999995
2019-10-03 08:00:00+00:00,2.3484954681484566e-06,0.6607209037395962,0.0320097617997277,0.0,-0.6999999999999318,-0.0008199999999999995
2019-10-03 09:00:00+00:00,2.5071893638004846e-06,0.6607209037395962,0.011874133378327656,0.0,0.09999999999990905,-0.0008199999999999995
2019-10-03 10:00:00+00:00,2.9787139067736687e-06,0.632867141023696,0.08528694335542397,0.2,-0.2999999999999545,-0.0008199999999999995
2019-10-03 11:00:00+00:00,2.0246132378183186e-06,0.632867141023696,0.0,0.2,0.0,-0.0008199999999999995
